project_id,project_name,description,start_date,deadline,status,risk_level
P03352,Document Management System,Document Management System project for ServicePro,2026-06-06,2026-10-26,Completed,Critical
P03353,Mobile Banking Application,Mobile Banking Application project for ABC Corporation,2026-08-16,2026-11-20,Planning,Critical
P03354,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,2026-04-29,2026-07-25,In Progress,Medium
P03355,AI Demand Forecasting,AI Demand Forecasting project for Global Traders,2026-04-25,2026-09-05,In Progress,Medium
P03356,Supply Chain Analytics,Supply Chain Analytics project for OfficePro,2025-03-02,2025-12-09,Delayed,Medium
P03357,HR Automation System,HR Automation System project for FinanceCorp,2025-11-29,2026-11-11,On Hold,Medium
P03358,Social Media Analytics,Social Media Analytics project for CloudWorks,2025-02-22,2025-05-27,Delayed,High
P03359,Inventory Management System,Inventory Management System project for IndustrialTech,2025-06-30,2025-12-24,In Progress,Medium
P03360,Cloud Migration Project,Cloud Migration Project project for ABC Corporation,2025-10-23,2026-08-30,Planning,Medium
P03361,AI Demand Forecasting,AI Demand Forecasting project for OfficePro,2026-02-13,2026-04-26,In Progress,High
P03362,Cybersecurity Upgrade,Cybersecurity Upgrade project for LogiTech,2025-06-16,2026-05-28,In Progress,Critical
P03363,E-Commerce Platform,E-Commerce Platform project for OfficePro,2025-06-03,2025-07-23,Planning,Medium
P03364,Warehouse Automation,Warehouse Automation project for MarketPlus,2026-05-10,2026-09-22,Planning,Medium
P03365,Inventory Management System,Inventory Management System project for ABC Retail,2025-05-15,2025-07-09,In Progress,Medium
P03366,Cybersecurity Upgrade,Cybersecurity Upgrade project for DigitalHub,2025-10-19,2026-08-03,In Progress,Medium
P03367,CRM Implementation,CRM Implementation project for DigitalHub,2025-06-22,2025-12-20,In Progress,Medium
P03368,Financial Reporting Dashboard,Financial Reporting Dashboard project for RetailAnalytics,2026-05-27,2026-11-27,Delayed,Low
P03369,Supply Chain Analytics,Supply Chain Analytics project for FinTech Solutions,2025-11-17,2026-06-24,In Progress,Low
P03370,Mobile Banking Application,Mobile Banking Application project for IndustrialTech,2025-03-06,2025-07-24,Planning,High
P03371,AI Demand Forecasting,AI Demand Forecasting project for MedCare Hospitals,2025-03-30,2026-01-11,In Progress,Medium
P03372,Customer Support Chatbot,Customer Support Chatbot project for IndustrialTech,2026-08-06,2027-02-04,In Progress,High
P03373,Healthcare Management System,Healthcare Management System project for RetailAnalytics,2026-07-19,2027-05-14,Delayed,Low
P03374,Cloud Migration Project,Cloud Migration Project project for Global Traders,2026-04-06,2026-12-13,In Progress,High
P03375,Data Warehouse Development,Data Warehouse Development project for ABC Corporation,2025-02-16,2025-11-03,In Progress,High
P03376,Cloud Migration Project,Cloud Migration Project project for FinanceCorp,2026-03-16,2027-03-12,Completed,High
P03377,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,2026-02-01,2026-08-27,In Progress,Medium
P03378,Online Learning Platform,Online Learning Platform project for EduTech,2026-07-19,2026-12-07,In Progress,Medium
P03379,Social Media Analytics,Social Media Analytics project for LogiTech,2025-10-19,2026-07-23,In Progress,Critical
P03380,Employee Training Portal,Employee Training Portal project for DataCorp,2025-10-10,2026-07-07,In Progress,Medium
P03381,Warehouse Automation,Warehouse Automation project for DataCorp,2026-01-15,2026-08-02,Planning,Low
P03382,Employee Payroll System,Employee Payroll System project for ServicePro,2025-03-31,2025-08-30,Completed,Medium
P03383,AI Demand Forecasting,AI Demand Forecasting project for ABC Retail,2026-03-24,2027-03-01,In Progress,Critical
P03384,Document Management System,Document Management System project for SecureNet,2025-10-26,2026-02-28,In Progress,Medium
P03385,Employee Payroll System,Employee Payroll System project for Global Traders,2025-04-23,2025-07-02,In Progress,Low
P03386,Customer Support Chatbot,Customer Support Chatbot project for Global Traders,2026-05-05,2027-01-07,In Progress,Critical
P03387,Employee Payroll System,Employee Payroll System project for SalesPro,2025-06-08,2025-08-18,In Progress,Medium
P03388,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,2026-05-31,2027-03-15,Delayed,Low
P03389,Financial Reporting Dashboard,Financial Reporting Dashboard project for Global Traders,2025-06-13,2026-04-23,In Progress,Medium
P03390,Data Warehouse Development,Data Warehouse Development project for MedCare Hospitals,2025-10-21,2026-07-22,Delayed,Low
P03391,Financial Reporting Dashboard,Financial Reporting Dashboard project for CloudWorks,2025-09-20,2026-01-18,In Progress,Medium
P03392,Cloud Migration Project,Cloud Migration Project project for IndustrialTech,2026-03-16,2027-02-25,In Progress,Low
P03393,Employee Payroll System,Employee Payroll System project for RetailAnalytics,2025-04-22,2025-07-04,In Progress,Medium
P03394,Inventory Management System,Inventory Management System project for SecureNet,2025-05-29,2025-08-16,In Progress,High
P03395,Healthcare Management System,Healthcare Management System project for DigitalHub,2025-04-26,2025-09-15,Planning,Low
P03396,Employee Payroll System,Employee Payroll System project for CloudWorks,2025-05-19,2025-12-23,In Progress,Medium
P03397,Marketing Analytics Platform,Marketing Analytics Platform project for LogiTech,2025-09-29,2026-06-28,Delayed,Critical
P03398,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,2025-12-18,2026-05-05,Completed,Medium
P03399,E-Commerce Platform,E-Commerce Platform project for MedCare Hospitals,2026-06-03,2027-05-06,Planning,Critical
P03400,Cybersecurity Upgrade,Cybersecurity Upgrade project for IndustrialTech,2025-09-11,2026-07-14,Planning,Critical
P03401,Warehouse Automation,Warehouse Automation project for RetailAnalytics,2025-09-03,2025-12-30,Planning,Medium
P03402,Document Management System,Document Management System project for ABC Corporation,2025-04-07,2025-06-10,In Progress,Medium
P03403,Inventory Management System,Inventory Management System project for SalesPro,2025-03-01,2025-11-25,In Progress,High
P03404,AI Demand Forecasting,AI Demand Forecasting project for PeopleFirst,2026-04-02,2026-07-12,Completed,High
P03405,Employee Training Portal,Employee Training Portal project for PeopleFirst,2026-01-15,2026-05-30,Planning,High
P03406,Employee Training Portal,Employee Training Portal project for ServicePro,2025-11-16,2026-09-04,Completed,Medium
P03407,Employee Training Portal,Employee Training Portal project for RetailAnalytics,2025-09-24,2026-01-07,Delayed,Critical
P03408,CRM Implementation,CRM Implementation project for CloudWorks,2025-11-09,2026-04-16,Planning,Medium
P03409,Data Warehouse Development,Data Warehouse Development project for ABC Retail,2026-05-23,2027-04-29,Delayed,High
P03410,Marketing Analytics Platform,Marketing Analytics Platform project for FinTech Solutions,2025-04-24,2026-01-12,Delayed,High
P03411,HR Automation System,HR Automation System project for SecureNet,2025-10-27,2026-06-27,In Progress,Medium
P03412,AI Demand Forecasting,AI Demand Forecasting project for LogiTech,2025-05-25,2026-05-24,In Progress,Medium
P03413,Customer Support Chatbot,Customer Support Chatbot project for FinTech Solutions,2025-03-04,2025-12-20,In Progress,High
P03414,HR Automation System,HR Automation System project for CloudWorks,2026-02-20,2026-08-31,In Progress,Critical
P03415,Online Learning Platform,Online Learning Platform project for EduTech,2026-02-27,2026-11-11,Delayed,Medium
P03416,Supply Chain Analytics,Supply Chain Analytics project for XYZ Technologies,2026-05-27,2026-12-28,In Progress,High
P03417,CRM Implementation,CRM Implementation project for ABC Corporation,2025-01-13,2025-06-23,Completed,Low
P03418,Social Media Analytics,Social Media Analytics project for MarketPlus,2025-04-17,2026-04-09,In Progress,Low
P03419,HR Automation System,HR Automation System project for PeopleFirst,2025-12-11,2026-08-02,In Progress,Low
P03420,Financial Reporting Dashboard,Financial Reporting Dashboard project for DataCorp,2026-05-03,2027-02-10,In Progress,Medium
P03421,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,2026-07-19,2027-01-11,Delayed,Medium
P03422,Employee Payroll System,Employee Payroll System project for SalesPro,2026-04-18,2026-08-03,In Progress,Low
P03423,CRM Implementation,CRM Implementation project for OfficePro,2026-06-27,2026-09-19,In Progress,Medium
P03424,Employee Training Portal,Employee Training Portal project for XYZ Technologies,2026-05-04,2027-03-02,Delayed,Medium
P03425,CRM Implementation,CRM Implementation project for RetailAnalytics,2025-07-09,2026-02-05,In Progress,High
P03426,AI Demand Forecasting,AI Demand Forecasting project for XYZ Technologies,2025-12-16,2026-07-14,Delayed,Low
P03427,Marketing Analytics Platform,Marketing Analytics Platform project for SalesPro,2026-01-17,2026-04-10,In Progress,Medium
P03428,Social Media Analytics,Social Media Analytics project for ABC Corporation,2025-07-31,2026-05-23,Completed,High
P03429,Employee Payroll System,Employee Payroll System project for SecureNet,2026-06-16,2026-10-23,In Progress,High
P03430,Healthcare Management System,Healthcare Management System project for IndustrialTech,2026-04-08,2026-11-30,In Progress,High
P03431,Customer Support Chatbot,Customer Support Chatbot project for DigitalHub,2025-11-07,2026-04-13,Planning,Medium
P03432,Employee Payroll System,Employee Payroll System project for DigitalHub,2025-10-15,2026-02-09,In Progress,Low
P03433,Customer Support Chatbot,Customer Support Chatbot project for IndustrialTech,2026-04-21,2026-07-27,In Progress,Medium
P03434,Healthcare Management System,Healthcare Management System project for MedCare Hospitals,2025-05-14,2026-03-15,In Progress,High
P03435,Customer Support Chatbot,Customer Support Chatbot project for MarketPlus,2025-05-12,2025-07-26,In Progress,Medium
P03436,CRM Implementation,CRM Implementation project for SecureNet,2025-08-30,2025-10-14,In Progress,Medium
P03437,Financial Reporting Dashboard,Financial Reporting Dashboard project for Global Traders,2025-03-18,2025-08-08,Delayed,Medium
P03438,Data Warehouse Development,Data Warehouse Development project for EduTech,2025-10-02,2026-08-27,In Progress,Medium
P03439,Document Management System,Document Management System project for CloudWorks,2025-09-17,2026-06-13,In Progress,Medium
P03440,Warehouse Automation,Warehouse Automation project for RetailAnalytics,2025-10-31,2026-09-02,Delayed,Medium
P03441,Document Management System,Document Management System project for ABC Retail,2025-10-04,2026-01-22,In Progress,Low
P03442,E-Commerce Platform,E-Commerce Platform project for XYZ Technologies,2026-06-23,2027-06-13,Delayed,Medium
P03443,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,2025-06-14,2025-09-04,In Progress,Low
P03444,Customer Support Chatbot,Customer Support Chatbot project for CloudWorks,2025-09-04,2025-10-30,Completed,Medium
P03445,Document Management System,Document Management System project for EduTech,2026-03-19,2026-10-02,Completed,High
P03446,Cybersecurity Upgrade,Cybersecurity Upgrade project for EduTech,2025-06-20,2025-12-22,In Progress,Medium
P03447,Healthcare Management System,Healthcare Management System project for ServicePro,2026-01-29,2026-06-16,In Progress,Low
P03448,Online Learning Platform,Online Learning Platform project for MedCare Hospitals,2026-08-01,2026-11-08,In Progress,High
P03449,CRM Implementation,CRM Implementation project for LogiTech,2025-08-14,2026-01-08,In Progress,Medium
P03450,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,2025-05-26,2025-11-06,In Progress,Medium
P03451,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,2025-04-25,2025-12-18,Completed,Low
P03452,HR Automation System,HR Automation System project for XYZ Technologies,2025-01-07,2025-06-16,Planning,Critical
P03453,Marketing Analytics Platform,Marketing Analytics Platform project for DataCorp,2025-06-20,2025-10-21,In Progress,Medium
P03454,Healthcare Management System,Healthcare Management System project for MarketPlus,2026-05-25,2027-01-16,In Progress,Medium
P03455,Warehouse Automation,Warehouse Automation project for RetailAnalytics,2025-06-02,2026-01-19,In Progress,Low
P03456,Social Media Analytics,Social Media Analytics project for DataCorp,2026-07-27,2027-01-27,In Progress,High
P03457,Employee Payroll System,Employee Payroll System project for MarketPlus,2026-07-26,2026-10-14,Planning,Medium
P03458,E-Commerce Platform,E-Commerce Platform project for SecureNet,2026-02-14,2027-02-02,In Progress,High
P03459,Warehouse Automation,Warehouse Automation project for FinTech Solutions,2026-08-12,2027-03-11,Planning,Low
P03460,Employee Training Portal,Employee Training Portal project for Global Traders,2025-09-02,2026-01-13,Delayed,Medium
P03461,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,2026-07-28,2027-05-01,Delayed,High
P03462,Document Management System,Document Management System project for DigitalHub,2025-11-23,2026-05-21,In Progress,Medium
P03463,Social Media Analytics,Social Media Analytics project for IndustrialTech,2025-02-18,2025-05-26,Planning,Low
P03464,HR Automation System,HR Automation System project for ABC Corporation,2026-05-15,2027-02-08,In Progress,High
P03465,Employee Training Portal,Employee Training Portal project for FinanceCorp,2026-07-25,2026-10-07,Planning,Critical
